field_key,component_name,lv2_scope,requiredness,source_file,snapshot_status,snapshot_generated_at,snapshot_authority_note
grammarFocus,activity_slides,ACT-016,optional,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
groupId,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
groupName,activity_slides,ACT-016,optional,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
ingestPayload,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
ingestSource,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
instructions,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
isRequiredToPass,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
keywords,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
l1InterferenceNotes,activity_slides,ACT-016,optional,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
lastUpdatedAt,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
lastUpdatedBy,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
learningObjectives,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
lessonId,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
levelMax,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
levelMin,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
linkedResources,activity_slides,ACT-016,optional,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
manualOverrideJson,activity_slides,ACT-016,optional,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
masteryRule,activity_slides,ACT-016,optional,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
masteryThreshold,activity_slides,ACT-016,optional,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
maxAttempts,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
maxScoreValue,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
metadata,activity_slides,ACT-016,optional,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
minAttemptsBeforeSkip,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
moduleId,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
note,activity_slides,ACT-016,optional,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
notesForTeacherOrAI,activity_slides,ACT-016,optional,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
orderIndex,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
ownerTeam,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
passingScoreType,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
passingScoreValue,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
passRequiredForNext,activity_slides,ACT-016,optional,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
prerequisiteEdges,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
prerequisiteModules,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
prerequisiteNodes,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
prerequisites,activity_slides,ACT-016,optional,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
prerequisiteSlices,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
priorLessons,activity_slides,ACT-016,optional,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
pronunciationFocus,activity_slides,ACT-016,optional,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
propsJson,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
registerTone,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
registerVariants,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
remediationGuidance,activity_slides,ACT-016,optional,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
remediationPaths,activity_slides,ACT-016,optional,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
requiredScore,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
retryPolicy,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
runtimeContractV1,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
sentenceCards,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
shortSummaryTeacherActivity,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
shortSummaryTeacherSlide,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
signatureMetaphors,activity_slides,ACT-016,optional,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
simplificationGuidelines,activity_slides,ACT-016,optional,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
skipPolicy,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
slideId,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
slug,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
sourceVersion,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
styleConstraints,activity_slides,ACT-016,optional,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
subtitle,activity_slides,ACT-016,optional,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
successCriteria,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
tags,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
targetedEdges,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
targetedNodes,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
targetedSlices,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
targetLanguage,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
targetNodeKeys,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
teacherNotes,activity_slides,ACT-016,optional,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
teacherOverview,activity_slides,ACT-016,optional,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
telemetryTags,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
tenseBins,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
textSubtype,activity_slides,ACT-016,optional,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
timeExpectationActivity,activity_slides,ACT-016,optional,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
title,activity_slides,ACT-016,optional,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
topicCategory,activity_slides,ACT-016,optional,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
type,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
version,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
visibility,activity_slides,ACT-016,required,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
vocabularyTheme,activity_slides,ACT-016,optional,lv2_central_brain/activity_016.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
activityId,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
aiInstructions,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
allowRetry,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
allowSkip,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
anecdoteOrMemoryHook,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
assessmentPlan,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
audienceNotes,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
audioId,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
autoAdvance,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
blanks,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
body,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
buttons,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
cefrLevel,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
cefrMax,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
cefrMin,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
commonMisconceptions,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
competencyTags,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
coreTopics,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
culturalContext,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
defaultLang,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
delayMs,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
description,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
diagnosticChecks,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
differentiationPaths,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
differentiationStrategies,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
diffLog,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
discourseFocus,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
estimatedMinutes,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
exampleResponses,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
expansionGuidelines,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
expectedCompletionRate,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
expectedTimeOnTask,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
extractabilityTier,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
extraPracticeNotes,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
forbiddenPatterns,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
grammarFocus,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
groupId,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
groupName,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
ingestPayload,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
ingestSource,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
instructions,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
isRequiredToPass,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
keywords,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
l1InterferenceNotes,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
lastUpdatedAt,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
lastUpdatedBy,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
learningObjectives,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
lessonId,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
levelMax,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
levelMin,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
linkedResources,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
manualOverrideJson,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
masteryRule,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
masteryThreshold,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
maxAttempts,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
maxScoreValue,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
metadata,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
minAttemptsBeforeSkip,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
moduleId,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
note,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
notesForTeacherOrAI,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
orderIndex,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
ownerTeam,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
passingScoreType,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
passingScoreValue,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
passRequiredForNext,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
prerequisiteEdges,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
prerequisiteModules,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
prerequisiteNodes,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
prerequisites,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
prerequisiteSlices,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
priorLessons,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
pronunciationFocus,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
propsJson,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
registerTone,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
registerVariants,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
remediationGuidance,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
remediationPaths,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
requiredScore,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
retryPolicy,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
runtimeContractV1,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
sentenceWithGaps,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
shortSummaryTeacherActivity,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
shortSummaryTeacherSlide,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
signatureMetaphors,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
simplificationGuidelines,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
skipPolicy,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
slideId,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
slug,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
sourceVersion,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
styleConstraints,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
subtitle,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
successCriteria,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
tags,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
targetedEdges,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
targetedNodes,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
targetedSlices,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
targetLanguage,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
targetNodeKeys,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
teacherNotes,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
teacherOverview,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
telemetryTags,activity_slides,ACT-017,required,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
textSubtype,activity_slides,ACT-017,optional,lv2_central_brain/activity_017.md,non_canonical_snapshot,2026-04-09,transfer_matrix_for_migration_not_runtime_authority
