field_key,component_name,act_id,operation,required_from_lv2,required_at_ingest,required_in_db,required_for_runtime,system_generated,generator_owner,evidence_source,evidence_reference,decision_status
visibility,groups,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.visibility (no requireField/runtime dependency),locked
vocabularyTheme,groups,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:groups.vocabularyTheme (no requireField/runtime dependency),locked
activityId,lesson_ends,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lesson_ends.activityId (no requireField/runtime dependency),locked
audioId,lesson_ends,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lesson_ends.audioId (no requireField/runtime dependency),locked
buttons,lesson_ends,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lesson_ends.buttons (no requireField/runtime dependency),locked
defaultLang,lesson_ends,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lesson_ends.defaultLang (no requireField/runtime dependency),locked
diffLog,lesson_ends,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lesson_ends.diffLog (no requireField/runtime dependency),locked
extraPracticeNotes,lesson_ends,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lesson_ends.extraPracticeNotes (no requireField/runtime dependency),locked
groupId,lesson_ends,,category_payload,false,false,true,false,true,db,player-contract requireField + contract path,runtime_not_required:lesson_ends.groupId (no requireField/runtime dependency),locked
groupName,lesson_ends,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lesson_ends.groupName (no requireField/runtime dependency),locked
ingestPayload,lesson_ends,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lesson_ends.ingestPayload (no requireField/runtime dependency),locked
ingestSource,lesson_ends,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lesson_ends.ingestSource (no requireField/runtime dependency),locked
lastUpdatedAt,lesson_ends,,category_payload,true,true,true,false,true,cms,player-contract requireField + contract path,runtime_not_required:lesson_ends.lastUpdatedAt (no requireField/runtime dependency),locked
lastUpdatedBy,lesson_ends,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lesson_ends.lastUpdatedBy (no requireField/runtime dependency),locked
lessonEndActions,lesson_ends,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lesson_ends.lessonEndActions (no requireField/runtime dependency),locked
lessonEndMessage,lesson_ends,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lesson_ends.lessonEndMessage (no requireField/runtime dependency),locked
lessonId,lesson_ends,,category_payload,true,true,true,true,true,db,player-contract requireField + contract path,runtime_required:lesson_ends.lessonId via player-contract,locked
metadata,lesson_ends,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lesson_ends.metadata (no requireField/runtime dependency),locked
moduleId,lesson_ends,,category_payload,true,true,true,true,true,db,player-contract requireField + contract path,runtime_required:lesson_ends.moduleId via player-contract,locked
orderIndex,lesson_ends,,category_payload,true,true,true,true,true,cms,player-contract requireField + contract path,runtime_required:lesson_ends.orderIndex via player-contract,locked
ownerTeam,lesson_ends,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lesson_ends.ownerTeam (no requireField/runtime dependency),locked
recommendedNextStep,lesson_ends,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lesson_ends.recommendedNextStep (no requireField/runtime dependency),locked
slideId,lesson_ends,,category_payload,true,true,true,false,true,db,player-contract requireField + contract path,runtime_not_required:lesson_ends.slideId (no requireField/runtime dependency),locked
slug,lesson_ends,,category_payload,true,true,true,true,false,lv2,player-contract requireField + contract path,runtime_required:lesson_ends.slug via player-contract,locked
sourceVersion,lesson_ends,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lesson_ends.sourceVersion (no requireField/runtime dependency),locked
targetLanguage,lesson_ends,,category_payload,true,true,true,false,true,cms,player-contract requireField + contract path,runtime_not_required:lesson_ends.targetLanguage (no requireField/runtime dependency),locked
telemetryTags,lesson_ends,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lesson_ends.telemetryTags (no requireField/runtime dependency),locked
version,lesson_ends,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lesson_ends.version (no requireField/runtime dependency),locked
visibility,lesson_ends,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lesson_ends.visibility (no requireField/runtime dependency),locked
activityDescription,lessons,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.activityDescription (no requireField/runtime dependency),locked
activityTypes,lessons,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.activityTypes (no requireField/runtime dependency),locked
aiInstructions,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.aiInstructions (no requireField/runtime dependency),locked
allowRetry,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.allowRetry (no requireField/runtime dependency),locked
allowSkip,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.allowSkip (no requireField/runtime dependency),locked
assessmentPlan,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.assessmentPlan (no requireField/runtime dependency),locked
audienceNotes,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.audienceNotes (no requireField/runtime dependency),locked
breakingChangeGuard,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.breakingChangeGuard (no requireField/runtime dependency),locked
canonicalNodeKey,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.canonicalNodeKey (no requireField/runtime dependency),locked
cefrLevel,lessons,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.cefrLevel (no requireField/runtime dependency),locked
cefrMax,lessons,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.cefrMax (no requireField/runtime dependency),locked
cefrMin,lessons,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.cefrMin (no requireField/runtime dependency),locked
changeImpactAssessment,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.changeImpactAssessment (no requireField/runtime dependency),locked
commonMisconceptions,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.commonMisconceptions (no requireField/runtime dependency),locked
competencyTags,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.competencyTags (no requireField/runtime dependency),locked
coreTopics,lessons,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.coreTopics (no requireField/runtime dependency),locked
culturalContext,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.culturalContext (no requireField/runtime dependency),locked
defaultLang,lessons,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.defaultLang (no requireField/runtime dependency),locked
description,lessons,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.description (no requireField/runtime dependency),locked
diagnosticChecks,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.diagnosticChecks (no requireField/runtime dependency),locked
differentiationPaths,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.differentiationPaths (no requireField/runtime dependency),locked
differentiationStrategies,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.differentiationStrategies (no requireField/runtime dependency),locked
diffLog,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.diffLog (no requireField/runtime dependency),locked
discourseFocus,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.discourseFocus (no requireField/runtime dependency),locked
estimatedMinutes,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.estimatedMinutes (no requireField/runtime dependency),locked
exampleResponses,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.exampleResponses (no requireField/runtime dependency),locked
expansionGuidelines,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.expansionGuidelines (no requireField/runtime dependency),locked
expectedCompletionRate,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.expectedCompletionRate (no requireField/runtime dependency),locked
expectedTimeOnTask,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.expectedTimeOnTask (no requireField/runtime dependency),locked
experimentFlag,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.experimentFlag (no requireField/runtime dependency),locked
extraPracticeNotes,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.extraPracticeNotes (no requireField/runtime dependency),locked
forbiddenPatterns,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.forbiddenPatterns (no requireField/runtime dependency),locked
grammarFocus,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.grammarFocus (no requireField/runtime dependency),locked
groupPlan,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.groupPlan (no requireField/runtime dependency),locked
ingestPayload,lessons,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.ingestPayload (no requireField/runtime dependency),locked
ingestSource,lessons,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.ingestSource (no requireField/runtime dependency),locked
keyTakeawaysLesson,lessons,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.keyTakeawaysLesson (no requireField/runtime dependency),locked
keywords,lessons,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.keywords (no requireField/runtime dependency),locked
l1InterferenceNotes,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.l1InterferenceNotes (no requireField/runtime dependency),locked
lastUpdatedAt,lessons,,category_payload,true,true,true,false,true,cms,player-contract requireField + contract path,runtime_not_required:lessons.lastUpdatedAt (no requireField/runtime dependency),locked
lastUpdatedBy,lessons,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.lastUpdatedBy (no requireField/runtime dependency),locked
learningGoalPreviewLesson,lessons,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.learningGoalPreviewLesson (no requireField/runtime dependency),locked
learningObjectives,lessons,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.learningObjectives (no requireField/runtime dependency),locked
lessonId,lessons,,category_payload,true,true,true,false,true,db,player-contract requireField + contract path,runtime_not_required:lessons.lessonId (no requireField/runtime dependency),locked
level,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.level (no requireField/runtime dependency),locked
levelMax,lessons,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.levelMax (no requireField/runtime dependency),locked
levelMin,lessons,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.levelMin (no requireField/runtime dependency),locked
linkedResources,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.linkedResources (no requireField/runtime dependency),locked
manualOverrideJson,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.manualOverrideJson (no requireField/runtime dependency),locked
masteryRule,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.masteryRule (no requireField/runtime dependency),locked
masteryThreshold,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.masteryThreshold (no requireField/runtime dependency),locked
maxAttempts,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.maxAttempts (no requireField/runtime dependency),locked
minAttemptsBeforeSkip,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.minAttemptsBeforeSkip (no requireField/runtime dependency),locked
moduleId,lessons,,category_payload,true,true,true,false,true,db,player-contract requireField + contract path,runtime_not_required:lessons.moduleId (no requireField/runtime dependency),locked
notesForTeacherOrAI,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.notesForTeacherOrAI (no requireField/runtime dependency),locked
orderIndex,lessons,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.orderIndex (no requireField/runtime dependency),locked
ownerTeam,lessons,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.ownerTeam (no requireField/runtime dependency),locked
pacingNotes,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.pacingNotes (no requireField/runtime dependency),locked
passRequiredForNext,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.passRequiredForNext (no requireField/runtime dependency),locked
pedagogicalStrategy,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.pedagogicalStrategy (no requireField/runtime dependency),locked
practiceProgression,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.practiceProgression (no requireField/runtime dependency),locked
prerequisiteEdges,lessons,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.prerequisiteEdges (no requireField/runtime dependency),locked
prerequisiteNodes,lessons,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.prerequisiteNodes (no requireField/runtime dependency),locked
prerequisites,lessons,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.prerequisites (no requireField/runtime dependency),locked
prerequisiteSlices,lessons,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.prerequisiteSlices (no requireField/runtime dependency),locked
priorLessons,lessons,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.priorLessons (no requireField/runtime dependency),locked
pronunciationFocus,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.pronunciationFocus (no requireField/runtime dependency),locked
publishNotes,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.publishNotes (no requireField/runtime dependency),locked
registerTone,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.registerTone (no requireField/runtime dependency),locked
registerVariants,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.registerVariants (no requireField/runtime dependency),locked
remediationGuidance,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.remediationGuidance (no requireField/runtime dependency),locked
remediationPaths,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.remediationPaths (no requireField/runtime dependency),locked
requiredScore,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.requiredScore (no requireField/runtime dependency),locked
retryPolicy,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.retryPolicy (no requireField/runtime dependency),locked
reviewRequired,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.reviewRequired (no requireField/runtime dependency),locked
scaffoldingPlan,lessons,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.scaffoldingPlan (no requireField/runtime dependency),locked
shortSummaryLessonAdmin,lessons,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.shortSummaryLessonAdmin (no requireField/runtime dependency),locked
shortSummaryLessonStudent,lessons,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.shortSummaryLessonStudent (no requireField/runtime dependency),locked
shortSummaryTeacherLesson,lessons,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.shortSummaryTeacherLesson (no requireField/runtime dependency),locked
signatureMetaphors,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.signatureMetaphors (no requireField/runtime dependency),locked
simplificationGuidelines,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.simplificationGuidelines (no requireField/runtime dependency),locked
skipPolicy,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.skipPolicy (no requireField/runtime dependency),locked
slidePlan,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.slidePlan (no requireField/runtime dependency),locked
slug,lessons,,category_payload,true,true,true,true,false,lv2,player-contract requireField + contract path,runtime_required:lessons.slug via player-contract,locked
sourceVersion,lessons,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.sourceVersion (no requireField/runtime dependency),locked
styleConstraints,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.styleConstraints (no requireField/runtime dependency),locked
successCriteria,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.successCriteria (no requireField/runtime dependency),locked
tags,lessons,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.tags (no requireField/runtime dependency),locked
targetedEdges,lessons,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.targetedEdges (no requireField/runtime dependency),locked
targetedNodes,lessons,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.targetedNodes (no requireField/runtime dependency),locked
targetedSlices,lessons,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.targetedSlices (no requireField/runtime dependency),locked
targetLanguage,lessons,,category_payload,true,true,true,false,true,cms,player-contract requireField + contract path,runtime_not_required:lessons.targetLanguage (no requireField/runtime dependency),locked
targetNodeKeys,lessons,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.targetNodeKeys (no requireField/runtime dependency),locked
teacherNotes,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.teacherNotes (no requireField/runtime dependency),locked
teacherOverview,lessons,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.teacherOverview (no requireField/runtime dependency),locked
telemetryTags,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.telemetryTags (no requireField/runtime dependency),locked
timeExpectationLesson,lessons,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.timeExpectationLesson (no requireField/runtime dependency),locked
title,lessons,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.title (no requireField/runtime dependency),locked
topicCategory,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.topicCategory (no requireField/runtime dependency),locked
version,lessons,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.version (no requireField/runtime dependency),locked
visibility,lessons,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.visibility (no requireField/runtime dependency),locked
vocabularyTheme,lessons,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:lessons.vocabularyTheme (no requireField/runtime dependency),locked
aiInstructions,modules,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.aiInstructions (no requireField/runtime dependency),locked
audienceNotes,modules,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.audienceNotes (no requireField/runtime dependency),locked
authorNotes,modules,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.authorNotes (no requireField/runtime dependency),locked
breakingChangeGuard,modules,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.breakingChangeGuard (no requireField/runtime dependency),locked
canonicalNodeKey,modules,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.canonicalNodeKey (no requireField/runtime dependency),locked
capstoneLesson,modules,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.capstoneLesson (no requireField/runtime dependency),locked
cefrMax,modules,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.cefrMax (no requireField/runtime dependency),locked
cefrMin,modules,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.cefrMin (no requireField/runtime dependency),locked
changeImpactAssessment,modules,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.changeImpactAssessment (no requireField/runtime dependency),locked
commonMisconceptions,modules,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.commonMisconceptions (no requireField/runtime dependency),locked
competencyTags,modules,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.competencyTags (no requireField/runtime dependency),locked
coreTopics,modules,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.coreTopics (no requireField/runtime dependency),locked
defaultLang,modules,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.defaultLang (no requireField/runtime dependency),locked
description,modules,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.description (no requireField/runtime dependency),locked
differentiationPaths,modules,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.differentiationPaths (no requireField/runtime dependency),locked
differentiationStrategies,modules,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.differentiationStrategies (no requireField/runtime dependency),locked
diffLog,modules,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.diffLog (no requireField/runtime dependency),locked
discourseFocus,modules,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.discourseFocus (no requireField/runtime dependency),locked
expansionGuidelines,modules,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.expansionGuidelines (no requireField/runtime dependency),locked
expectedCompletionRate,modules,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.expectedCompletionRate (no requireField/runtime dependency),locked
expectedModuleDurationMinutes,modules,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.expectedModuleDurationMinutes (no requireField/runtime dependency),locked
experimentFlag,modules,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.experimentFlag (no requireField/runtime dependency),locked
forbiddenPatterns,modules,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.forbiddenPatterns (no requireField/runtime dependency),locked
grammarFocus,modules,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.grammarFocus (no requireField/runtime dependency),locked
ingestPayload,modules,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.ingestPayload (no requireField/runtime dependency),locked
ingestSource,modules,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.ingestSource (no requireField/runtime dependency),locked
keywords,modules,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.keywords (no requireField/runtime dependency),locked
lastUpdatedAt,modules,,category_payload,true,true,true,false,true,cms,player-contract requireField + contract path,runtime_not_required:modules.lastUpdatedAt (no requireField/runtime dependency),locked
lastUpdatedBy,modules,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.lastUpdatedBy (no requireField/runtime dependency),locked
learningGoalPreviewModule,modules,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.learningGoalPreviewModule (no requireField/runtime dependency),locked
learningObjectives,modules,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.learningObjectives (no requireField/runtime dependency),locked
lessonSequenceRules,modules,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.lessonSequenceRules (no requireField/runtime dependency),locked
level,modules,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.level (no requireField/runtime dependency),locked
levelMax,modules,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.levelMax (no requireField/runtime dependency),locked
levelMin,modules,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.levelMin (no requireField/runtime dependency),locked
linkedModules,modules,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.linkedModules (no requireField/runtime dependency),locked
linkedResources,modules,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.linkedResources (no requireField/runtime dependency),locked
manualOverrideJson,modules,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.manualOverrideJson (no requireField/runtime dependency),locked
metadata,modules,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.metadata (no requireField/runtime dependency),locked
moduleAssessmentPlan,modules,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.moduleAssessmentPlan (no requireField/runtime dependency),locked
moduleGoal,modules,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.moduleGoal (no requireField/runtime dependency),locked
moduleId,modules,,category_payload,true,true,true,false,true,db,player-contract requireField + contract path,runtime_not_required:modules.moduleId (no requireField/runtime dependency),locked
moduleMasteryRule,modules,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.moduleMasteryRule (no requireField/runtime dependency),locked
moduleMasteryThreshold,modules,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.moduleMasteryThreshold (no requireField/runtime dependency),locked
moduleOutcomes,modules,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.moduleOutcomes (no requireField/runtime dependency),locked
optionalLessons,modules,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.optionalLessons (no requireField/runtime dependency),locked
orderIndex,modules,,category_payload,false,false,false,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.orderIndex (no requireField/runtime dependency),locked
ownerTeam,modules,,category_payload,true,true,true,false,false,lv2,player-contract requireField + contract path,runtime_not_required:modules.ownerTeam (no requireField/runtime dependency),locked
